symbol,trades,total_R,mean_R,median_R,win_rate,profit_factor,avg_hold,tp_rate,sl_rate,time_rate,expectancy_R,score
AAD,45,4.714876405595688,0.10477503123545974,-0.5454545454545452,0.4222222222222222,1.2015782960916208,18.555555555555557,0.17777777777777778,0.4666666666666667,0.35555555555555557,0.10477503123545974,0.7028522765614553
WAC,41,3.775633074094902,0.09208861156329029,-0.38698384201077196,0.4146341463414634,1.1821170330529212,17.21951219512195,0.17073170731707318,0.4878048780487805,0.34146341463414637,0.09208861156329029,0.5896548206924429
INH,35,3.03324567636949,0.08666416218198543,-0.06755092706610845,0.4857142857142857,1.2039083564612156,21.714285714285715,0.05714285714285714,0.37142857142857144,0.5714285714285714,0.08666416218198543,0.5127120978041103
ELG,46,2.4980913129121616,0.054306332889394814,-0.24035437430786274,0.43478260869565216,1.1148256948467614,18.934782608695652,0.10869565217391304,0.43478260869565216,0.45652173913043476,0.054306332889394814,0.36832346982932435
NOEJ,34,1.6883944660983286,0.049658660767597895,-0.2413533143329963,0.35294117647058826,1.1127434859303154,22.470588235294116,0.058823529411764705,0.35294117647058826,0.5882352941176471,0.049658660767597895,0.28955726209830496
MLP,34,0.9094496883937715,0.026748520246875632,-0.26847949750626526,0.4117647058823529,1.0553326045982612,17.352941176470587,0.11764705882352941,0.4411764705882353,0.4411764705882353,0.026748520246875632,0.15596933481782735
VOS,27,0.7530829200484488,0.0278919600017944,-0.36000461307807674,0.4074074074074074,1.0612442356975484,22.333333333333332,0.1111111111111111,0.37037037037037035,0.5185185185185185,0.0278919600017944,0.14493087553736045
PBB,22,0.5007155530836516,0.022759797867438706,-0.6449564524331777,0.45454545454545453,1.0443507011349773,19.045454545454547,0.09090909090909091,0.45454545454545453,0.45454545454545453,0.022759797867438706,0.1067529146078302
TPE,30,0.20931071919198496,0.006977023973066166,-1.0,0.4,1.0126401864588652,17.333333333333332,0.13333333333333333,0.5333333333333333,0.3333333333333333,0.006977023973066166,0.038214734143026556
EUZ,32,-0.5008016209641752,-0.015650050655130476,-0.09710566879180521,0.4375,0.9631885360185741,21.75,0.0625,0.375,0.5625,-0.015650050655130476,-0.08853005555324585
SZG,28,-0.8306863675697367,-0.02966737027034774,-0.7306691528584139,0.35714285714285715,0.9465584526958979,20.071428571428573,0.17857142857142858,0.4642857142857143,0.35714285714285715,-0.02966737027034774,-0.15698496757722238
FYB,21,-1.518342073597061,-0.07230200350462195,-1.0,0.3333333333333333,0.875527727004147,16.666666666666668,0.09523809523809523,0.5238095238095238,0.38095238095238093,-0.07230200350462195,-0.3313294039568925
HDD,34,-2.0190825425802466,-0.0593847806641249,-1.0,0.3235294117647059,0.9058671166244981,13.970588235294118,0.20588235294117646,0.5882352941176471,0.20588235294117646,-0.0593847806641249,-0.34626979933845164
SIX2,46,-6.005161871147094,-0.13054699719884988,-0.7302839116719243,0.391304347826087,0.7505904286236932,18.73913043478261,0.06521739130434782,0.5,0.43478260869565216,-0.13054699719884988,-0.8854128133087299
KCO,29,-7.5118013649468045,-0.2590276332740277,-1.0,0.3103448275862069,0.5833794570047605,16.137931034482758,0.06896551724137931,0.6206896551724138,0.3103448275862069,-0.2590276332740277,-1.3949064947826364
PSM,24,-12.60135199460076,-0.525056333108365,-1.0,0.16666666666666666,0.3089139041262981,18.208333333333332,0.08333333333333333,0.75,0.16666666666666666,-0.525056333108365,-2.572240204664575
