symbol,trades,total_R,mean_R,median_R,win_rate,profit_factor,avg_hold,tp_rate,sl_rate,time_rate,expectancy_R,score
CTAS,65,42.65076297722626,0.6561655842650194,0.57854498631901,0.6615384615384615,3.407261960995595,22.015384615384615,0.23076923076923078,0.24615384615384617,0.5230769230769231,0.6561655842650194,5.290176065907497
DPZ,54,34.648635482305025,0.6416413978204635,0.4866614988585795,0.6296296296296297,3.1301764014863585,18.87037037037037,0.2777777777777778,0.2962962962962963,0.42592592592592593,0.6416413978204635,4.715082067518858
CBOE,53,34.317482241207586,0.647499664928445,0.4721074870626209,0.6226415094339622,3.1834725795395915,20.77358490566038,0.24528301886792453,0.2641509433962264,0.49056603773584906,0.647499664928445,4.713868713951395
MSFT,58,32.53241843255032,0.5609037660784538,0.4110141269189748,0.6379310344827587,2.983467302092624,22.310344827586206,0.1896551724137931,0.25862068965517243,0.5517241379310345,0.5609037660784538,4.2717158166780695
DELL,21,19.56104519158671,0.9314783424565101,0.7923737272908757,0.8571428571428571,7.520348397195569,22.38095238095238,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.9314783424565101,4.268570012518955
MA,55,29.552452773533602,0.5373173231551565,0.6107573726541558,0.6909090909090909,2.955485437612012,23.09090909090909,0.16363636363636364,0.2545454545454545,0.5818181818181818,0.5373173231551565,3.984851919073563
CI,46,24.689497398363578,0.5367282043122517,0.2701167013354342,0.6086956521739131,2.479767024700748,19.304347826086957,0.2391304347826087,0.32608695652173914,0.43478260869565216,0.5367282043122517,3.640267792895969
WST,49,25.194570251139666,0.514174903084483,0.36771559185122915,0.5918367346938775,2.511154767778225,20.816326530612244,0.20408163265306123,0.30612244897959184,0.4897959183673469,0.514174903084483,3.599224321591381
HWM,30,19.700592014449914,0.6566864004816638,0.4213249465962356,0.6,2.756308113822903,16.9,0.3,0.36666666666666664,0.3333333333333333,0.6566864004816638,3.5968195475067866
ETR,44,23.48946231272425,0.5338514161982784,0.19481970580723243,0.5,2.3109435504311997,17.545454545454547,0.29545454545454547,0.38636363636363635,0.3181818181818182,0.5338514161982784,3.5411696826590964
ALGN,44,22.983483893774334,0.5223519066766894,0.2434224831485106,0.5681818181818182,2.447231553349811,20.954545454545453,0.22727272727272727,0.3181818181818182,0.45454545454545453,0.5223519066766894,3.4648905659466367
APO,57,26.09423830953968,0.4577936545533277,0.35802469135802406,0.5614035087719298,2.1926300159966146,20.210526315789473,0.22807017543859648,0.3684210526315789,0.40350877192982454,0.4577936545533277,3.4562662973951555
KKR,64,26.87869063840912,0.4199795412251425,0.04699271005296188,0.515625,2.1649687766765826,19.9375,0.234375,0.3125,0.453125,0.4199795412251425,3.35983632980114
MU,51,22.206039397307972,0.4354125372021171,0.3101424979044414,0.6274509803921569,2.566879489119179,23.58823529411765,0.1568627450980392,0.2549019607843137,0.5882352941176471,0.4354125372021171,3.1094674713191703
MNST,50,21.76004475653077,0.43520089513061544,0.3980570672103052,0.56,2.07115392643158,18.82,0.2,0.4,0.4,0.43520089513061544,3.077335041253137
FIS,48,21.24197158251011,0.4425410746356273,0.2473952168145156,0.5625,2.2674017340167185,22.6875,0.1875,0.2708333333333333,0.5416666666666666,0.4425410746356273,3.066014502820148
TRGP,52,21.94058443130553,0.4219343159866448,0.3428285357665184,0.5769230769230769,2.2612735436969222,22.96153846153846,0.17307692307692307,0.3076923076923077,0.5192307692307693,0.4219343159866448,3.0426116223353463
APH,66,24.582962401999556,0.37246912730302356,0.2651315977662073,0.6060606060606061,2.1157984070799265,21.757575757575758,0.10606060606060606,0.30303030303030304,0.5909090909090909,0.37246912730302356,3.025953494751004
EFX,53,22.015397892085684,0.4153848658884091,0.13965532636842612,0.5849056603773585,2.159078590216781,19.867924528301888,0.20754716981132076,0.3018867924528302,0.49056603773584906,0.4153848658884091,3.024047470011669
MAR,51,21.401063982846317,0.41962870554600623,0.2358779460819172,0.6078431372549019,2.297320430086044,22.58823529411765,0.1568627450980392,0.29411764705882354,0.5490196078431373,0.41962870554600623,2.9967483672188857
HII,43,19.487041614798358,0.45318701429763625,0.49630314232902106,0.5581395348837209,2.2396570220887058,21.674418604651162,0.16279069767441862,0.32558139534883723,0.5116279069767442,0.45318701429763625,2.971745986268721
INCY,36,17.78436120028199,0.49401003334116633,0.1802305794502651,0.5833333333333334,2.3493918141870784,19.47222222222222,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.49401003334116633,2.964060200046998
GD,54,21.155094543036938,0.3917610100562396,0.1612930811905835,0.5740740740740741,2.195704825025287,21.796296296296298,0.16666666666666666,0.2962962962962963,0.5370370370370371,0.3917610100562396,2.878843727265409
LRCX,56,21.419157723025357,0.38248495933973853,0.17894685713960312,0.5714285714285714,2.017807744415626,19.839285714285715,0.16071428571428573,0.35714285714285715,0.48214285714285715,0.38248495933973853,2.8622553468869265
NI,54,20.984106584849282,0.38859456638609785,0.3999252217474768,0.5740740740740741,1.9668018786017023,19.185185185185187,0.2037037037037037,0.3888888888888889,0.4074074074074074,0.38859456638609785,2.8555752133920707
HIG,61,22.283007129556655,0.36529519884519107,0.04156677908252389,0.5081967213114754,1.9544466702629413,19.34426229508197,0.18032786885245902,0.32786885245901637,0.4918032786885246,0.36529519884519107,2.8530467083909103
TPL,41,18.196737908618093,0.4438228758199535,0.2394899453512877,0.5121951219512195,2.1853403631049617,18.75609756097561,0.21951219512195122,0.3170731707317073,0.4634146341463415,0.4438228758199535,2.8418530132898936
