universe,symbol,mode,trade_date,entry_date,buy,sl,tp,risk_R,rr,time_stop_bars,signal_date,signal_age_days,signal_close,max_allowed_open,invalid_reason
sp500,MCK,EDGE,2026-01-14,2026-01-14,824.235,795.8989799999999,895.0750500000001,28.33602000000003,2.499999999999998,30,2026-01-09,5,816.06,830.2280099999999,
sp500,MCK,EDGE,2026-01-14,2026-01-14,824.235,795.56398,895.9125500000001,28.671020000000045,2.500000000000004,30,2026-01-12,2,825.62,839.95551,
sp500,MCK,EDGE,2026-01-14,2026-01-14,824.235,795.30698,896.5550500000002,28.92802000000005,2.5,30,2026-01-13,1,823.98,838.44401,
sp500,MDT,EDGE,2026-01-14,2026-01-14,96.55,93.6787,103.72825,2.8712999999999997,2.4999999999999925,30,2026-01-08,6,98.69,100.12565,
sp500,MDT,EDGE,2026-01-14,2026-01-14,96.55,93.6272,103.857,2.9228,2.500000000000005,30,2026-01-09,5,97.53,98.9914,
sp500,MDT,EDGE,2026-01-14,2026-01-14,96.55,93.5912,103.947,2.958799999999999,2.5,30,2026-01-12,2,96.95,98.4294,
sp500,MDT,EDGE,2026-01-14,2026-01-14,96.55,93.5637,104.01575,2.986299999999998,2.5,30,2026-01-13,1,96.42,97.91315,
sp500,MET,EDGE,2026-01-14,2026-01-14,77.5899,74.36903,85.642075,3.2208699999999992,2.499999999999998,30,2026-01-08,6,79.78,81.390435,
sp500,MGM,EDGE,2026-01-14,2026-01-14,34.44,32.53649,39.198775,1.90351,2.499999999999999,30,2026-01-08,6,35.15,36.101755,
sp500,MPWR,EDGE,2026-01-14,2026-01-14,980.55,914.95702,1144.53245,65.59298000000001,2.500000000000001,30,2026-01-08,6,959.09,991.88649,
sp500,MPWR,EDGE,2026-01-14,2026-01-14,980.55,915.06552,1144.2612,65.48448000000002,2.4999999999999964,30,2026-01-09,5,958.97,991.71224,
sp500,MS,EDGE,2026-01-14,2026-01-14,182.19,175.66885,198.492875,6.521149999999997,2.499999999999998,30,2026-01-08,6,184.68,187.940575,
sp500,MS,EDGE,2026-01-14,2026-01-14,182.19,175.56651,198.748725,6.623489999999999,2.5,30,2026-01-13,1,182.76,186.071745,
sp500,MS,EDGE,2026-01-14,2026-01-14,182.19,175.50051,198.913725,6.689489999999995,2.499999999999998,30,2026-01-14,0,180.78,184.124745,
sp500,MTB,EDGE,2026-01-14,2026-01-14,208.18,200.86964,226.4559,7.31036,2.5,30,2026-01-12,2,211.55,215.20518,
sp500,MTB,EDGE,2026-01-14,2026-01-14,208.18,200.73114,226.80215,7.448859999999996,2.5000000000000018,30,2026-01-13,1,209.16,212.88443,
sp500,MTD,EDGE,2026-01-14,2026-01-14,1480.0,1422.652,1623.37,57.348,2.5,30,2026-01-08,6,1465.2,1493.874,
sp500,MTD,EDGE,2026-01-14,2026-01-14,1480.0,1422.08397,1624.790075,57.91603000000002,2.4999999999999982,30,2026-01-14,0,1485.56,1514.518015,
sp500,NDAQ,EDGE,2026-01-14,2026-01-14,98.09,94.857,106.1725,3.233000000000001,2.5,30,2026-01-08,6,99.74,101.3565,
sp500,NDAQ,EDGE,2026-01-14,2026-01-14,98.09,94.887,106.0975,3.2030000000000003,2.5,30,2026-01-09,5,98.24,99.8415,
sp500,NSC,EDGE,2026-01-14,2026-01-14,286.76,278.5551,307.27225,8.204899999999999,2.4999999999999964,30,2026-01-08,6,289.72,293.82245,
sp500,NTRS,EDGE,2026-01-14,2026-01-14,144.63,139.89229,156.474275,4.737710000000007,2.500000000000006,30,2026-01-14,0,145.35,147.718855,
sp500,NVDA,EDGE,2026-01-14,2026-01-14,184.32,173.99061,210.143475,10.329389999999998,2.5000000000000027,30,2026-01-08,6,185.04,190.204695,
sp500,NVDA,EDGE,2026-01-14,2026-01-14,184.32,174.06812,209.9497,10.25188,2.4999999999999987,30,2026-01-09,5,184.86,189.98594000000003,
sp500,NVDA,EDGE,2026-01-14,2026-01-14,184.32,174.37412,209.1847,9.94588,2.5000000000000027,30,2026-01-12,2,184.94,189.91294,
sp500,NVDA,EDGE,2026-01-14,2026-01-14,184.32,174.72313,208.312175,9.59687,2.5000000000000013,30,2026-01-13,1,185.81,190.608435,
sp500,PCG,EDGE,2026-01-14,2026-01-14,15.7,15.02921,17.376974999999998,0.6707899999999999,2.5,30,2026-01-09,5,15.85,16.185395,
sp500,PCG,EDGE,2026-01-14,2026-01-14,15.7,15.06021,17.299474999999997,0.6397899999999996,2.5000000000000013,30,2026-01-13,1,15.73,16.049895,
sp500,PFG,EDGE,2026-01-14,2026-01-14,88.87,85.69134,96.81665,3.1786600000000007,2.499999999999996,30,2026-01-12,2,90.2,91.78933,
sp500,PFG,EDGE,2026-01-14,2026-01-14,88.87,85.74714,96.67715,3.122860000000001,2.5,30,2026-01-13,1,89.02,90.58143,
sp500,PNC,EDGE,2026-01-14,2026-01-14,211.1,204.300306,228.099235,6.799694,2.500000000000004,30,2026-01-12,2,215.74,219.139847,
sp500,PNC,EDGE,2026-01-14,2026-01-14,211.1,204.160306,228.449235,6.939694,2.499999999999998,30,2026-01-13,1,212.45,215.919847,
sp500,PNC,EDGE,2026-01-14,2026-01-14,211.1,204.044806,228.737985,7.055194,2.499999999999998,30,2026-01-14,0,212.32,215.847597,
sp500,PRU,EDGE,2026-01-14,2026-01-14,116.445,112.67687,125.865325,3.768130000000002,2.5000000000000018,30,2026-01-12,2,117.74,119.624065,
sp500,PRU,EDGE,2026-01-14,2026-01-14,116.445,112.57737,126.114075,3.867630000000001,2.4999999999999982,30,2026-01-13,1,116.58,118.513815,
sp500,QCOM,EDGE,2026-01-14,2026-01-14,163.685,154.71158,186.11855,8.97342,2.4999999999999982,30,2026-01-12,2,169.27,173.75671,
sp500,REGN,EDGE,2026-01-14,2026-01-14,760.58,725.4369200000001,848.4377000000001,35.14308,2.499999999999997,30,2026-01-09,5,796.55,814.12154,
sp500,RF,EDGE,2026-01-14,2026-01-14,27.5803,26.5823,30.0753,0.9979999999999996,2.4999999999999947,30,2026-01-12,2,28.26,28.759,
sp500,RF,EDGE,2026-01-14,2026-01-14,27.5803,26.5648,30.11905,1.0154999999999998,2.5000000000000018,30,2026-01-13,1,27.84,28.34775,
sp500,RL,EDGE,2026-01-14,2026-01-14,368.935,351.27216,413.0921,17.662840000000006,2.4999999999999982,30,2026-01-14,0,362.86,371.69142,
sp500,SCHW,EDGE,2026-01-14,2026-01-14,100.86,97.27875,109.813125,3.581250000000003,2.5000000000000018,30,2026-01-08,6,101.34,103.130625,
sp500,SCHW,EDGE,2026-01-14,2026-01-14,100.86,97.36176,109.6056,3.4982400000000027,2.499999999999996,30,2026-01-09,5,100.17,101.91912,
sp500,SOLV,EDGE,2026-01-14,2026-01-14,79.79,76.28265,88.55837500000001,3.50735,2.5,30,2026-01-13,1,80.03,81.783675,
sp500,SOLV,EDGE,2026-01-14,2026-01-14,79.79,76.42065000000001,88.21337500000001,3.36935,2.500000000000004,30,2026-01-14,0,80.05,81.734675,
sp500,SPG,EDGE,2026-01-14,2026-01-14,183.535,178.275622,196.683445,5.259378000000001,2.5000000000000027,30,2026-01-08,6,184.98,187.609689,
sp500,SPG,EDGE,2026-01-14,2026-01-14,183.535,178.48062199999998,196.170945,5.0543780000000025,2.4999999999999973,30,2026-01-09,5,184.69,187.217189,
sp500,SPG,EDGE,2026-01-14,2026-01-14,183.535,178.465122,196.209695,5.069878000000003,2.5000000000000084,30,2026-01-12,2,184.83,187.364939,
sp500,SPG,EDGE,2026-01-14,2026-01-14,183.535,178.330122,196.547195,5.204877999999999,2.4999999999999947,30,2026-01-13,1,184.38,186.982439,
sp500,SRE,EDGE,2026-01-14,2026-01-14,90.045,86.90801,97.887475,3.1369899999999973,2.5,30,2026-01-09,5,88.82,90.388495,
sp500,STE,EDGE,2026-01-14,2026-01-14,259.715,250.24101,283.3999749999999,9.473989999999992,2.4999999999999987,30,2026-01-09,5,256.82,261.556995,
sp500,STLD,EDGE,2026-01-14,2026-01-14,169.26,160.46023,191.259425,8.799769999999999,2.5000000000000018,30,2026-01-09,5,169.27,173.66988500000002,
sp500,STLD,EDGE,2026-01-14,2026-01-14,169.26,160.33723,191.566925,8.922769999999996,2.5000000000000018,30,2026-01-12,2,169.35,173.811385,
sp500,STLD,EDGE,2026-01-14,2026-01-14,169.26,160.42823,191.339425,8.831769999999997,2.499999999999997,30,2026-01-13,1,169.84,174.255885,
sp500,STLD,EDGE,2026-01-14,2026-01-14,169.26,160.625,190.8475,8.635,2.500000000000003,30,2026-01-14,0,170.8,175.1175,
sp500,SYF,EDGE,2026-01-14,2026-01-14,77.58,73.86201,86.874975,3.71799,2.4999999999999982,30,2026-01-13,1,78.06,79.918995,
sp500,TFC,EDGE,2026-01-14,2026-01-14,49.36,47.77106,53.332350000000005,1.588940000000001,2.499999999999998,30,2026-01-12,2,50.14,50.934470000000005,
sp500,TFC,EDGE,2026-01-14,2026-01-14,49.36,47.72256,53.4536,1.6374400000000016,2.5000000000000044,30,2026-01-13,1,49.69,50.50872,
sp500,TFC,EDGE,2026-01-14,2026-01-14,49.36,47.71956,53.4611,1.6404400000000017,2.5000000000000044,30,2026-01-14,0,49.83,50.65022,
sp500,TJX,EDGE,2026-01-14,2026-01-14,157.83,153.71098000000003,168.12755,4.119019999999989,2.500000000000007,30,2026-01-12,2,157.1,159.15950999999998,
sp500,TMO,EDGE,2026-01-14,2026-01-14,610.96,588.68295,666.652625,22.277049999999985,2.4999999999999925,30,2026-01-08,6,606.5,617.638525,
sp500,TMO,EDGE,2026-01-14,2026-01-14,610.96,585.34455,674.9986250000001,25.61545,2.5,30,2026-01-13,1,607.08,619.887725,
sp500,TRGP,EDGE,2026-01-14,2026-01-14,180.3,171.3175,202.75625,8.982500000000002,2.499999999999997,30,2026-01-08,6,176.76,181.25125,
sp500,TRGP,EDGE,2026-01-14,2026-01-14,180.3,171.25750000000002,202.90625,9.0425,2.5000000000000018,30,2026-01-09,5,176.86,181.38125,
sp500,TRV,EDGE,2026-01-14,2026-01-14,271.56,263.32637,292.144075,8.233629999999994,2.4999999999999964,30,2026-01-08,6,284.18,288.296815,
sp500,TRV,EDGE,2026-01-14,2026-01-14,271.56,263.23636,292.3691,8.323639999999994,2.4999999999999964,30,2026-01-09,5,281.96,286.12182,
sp500,TRV,EDGE,2026-01-14,2026-01-14,271.56,263.48236,291.7541,8.077639999999997,2.500000000000007,30,2026-01-12,2,280.49,284.52882,
sp500,TSLA,EDGE,2026-01-14,2026-01-14,442.81,409.15658,526.94355,33.65342,2.5000000000000018,30,2026-01-08,6,435.8,452.62671,
sp500,TSLA,EDGE,2026-01-14,2026-01-14,442.81,408.61758,528.29105,34.192420000000006,2.499999999999999,30,2026-01-09,5,445.01,462.10621,
sp500,TSLA,EDGE,2026-01-14,2026-01-14,442.81,408.09958,529.58605,34.710420000000006,2.5000000000000018,30,2026-01-12,2,448.96,466.31521,
sp500,TSLA,EDGE,2026-01-14,2026-01-14,442.81,409.44758,526.21605,33.36242000000001,2.500000000000001,30,2026-01-13,1,447.2,463.88121,
sp500,TSLA,EDGE,2026-01-14,2026-01-14,442.81,410.43052,523.7587,32.37948,2.499999999999999,30,2026-01-14,0,439.2,455.38974,
sp500,TTWO,EDGE,2026-01-14,2026-01-14,246.68,237.06688,270.7128,9.613120000000004,2.4999999999999987,30,2026-01-08,6,252.38,257.18656,
sp500,TTWO,EDGE,2026-01-14,2026-01-14,246.68,237.00288,270.87280000000004,9.677120000000006,2.5,30,2026-01-09,5,250.71,255.54856,
sp500,TTWO,EDGE,2026-01-14,2026-01-14,246.68,236.92388,271.07030000000003,9.756120000000005,2.499999999999997,30,2026-01-12,2,248.92,253.79806,
sp500,UAL,EDGE,2026-01-14,2026-01-14,113.0,107.05935,127.851625,5.940650000000001,2.5,30,2026-01-08,6,115.47,118.440325,
sp500,UAL,EDGE,2026-01-14,2026-01-14,113.0,106.79795,128.505125,6.202049999999998,2.4999999999999987,30,2026-01-13,1,114.41,117.511025,
sp500,UAL,EDGE,2026-01-14,2026-01-14,113.0,106.51595,129.210125,6.484049999999999,2.500000000000002,30,2026-01-14,0,110.75,113.992025,
sp500,UHS,EDGE,2026-01-14,2026-01-14,201.8975,191.64965,227.517125,10.247849999999996,2.4999999999999987,30,2026-01-08,6,211.14,216.263925,
sp500,UNP,EDGE,2026-01-14,2026-01-14,228.0,220.41231,246.969225,7.587690000000012,2.5,30,2026-01-08,6,229.85,233.643845,
sp500,UNP,EDGE,2026-01-14,2026-01-14,228.0,220.47331,246.816725,7.526690000000011,2.5000000000000018,30,2026-01-09,5,228.44,232.203345,
sp500,UNP,EDGE,2026-01-14,2026-01-14,228.0,220.35131,247.12172500000003,7.648690000000011,2.4999999999999982,30,2026-01-12,2,229.5,233.324345,
sp500,UNP,EDGE,2026-01-14,2026-01-14,228.0,220.53236,246.6691,7.467640000000008,2.499999999999996,30,2026-01-13,1,229.29,233.02382,
sp500,UNP,EDGE,2026-01-14,2026-01-14,228.0,220.38286,247.04285,7.617140000000009,2.5,30,2026-01-14,0,227.14,230.94857,
sp500,UPS,EDGE,2026-01-14,2026-01-14,106.5,102.77857,115.803575,3.7214300000000007,2.5,30,2026-01-13,1,106.58,108.440715,
sp500,USB,EDGE,2026-01-14,2026-01-14,53.78,51.98675,58.263125,1.7932499999999976,2.499999999999996,30,2026-01-12,2,54.39,55.286625,
sp500,USB,EDGE,2026-01-14,2026-01-14,53.78,51.94525,58.36687499999999,1.8347499999999972,2.499999999999996,30,2026-01-13,1,54.05,54.967375,
sp500,USB,EDGE,2026-01-14,2026-01-14,53.78,51.9215,58.42625,1.8584999999999967,2.4999999999999982,30,2026-01-14,0,53.5,54.42925,
sp500,VTR,EDGE,2026-01-14,2026-01-14,76.7775,74.12681,83.404225,2.6506899999999947,2.5,30,2026-01-12,2,75.68,77.005345,
sp500,VTR,EDGE,2026-01-14,2026-01-14,76.7775,74.08731,83.50297499999999,2.6901899999999954,2.4999999999999947,30,2026-01-13,1,76.93,78.27509500000001,
sp500,VTR,EDGE,2026-01-14,2026-01-14,76.7775,74.08831,83.500475,2.689189999999995,2.5,30,2026-01-14,0,76.92,78.264595,
sp500,WAT,EDGE,2026-01-14,2026-01-14,394.03,377.1325,436.27375,16.8975,2.500000000000005,30,2026-01-08,6,396.65,405.09875,
sp500,WAT,EDGE,2026-01-14,2026-01-14,394.03,377.537,435.2625,16.493000000000006,2.5000000000000018,30,2026-01-09,5,396.75,404.9965,
sp500,WAT,EDGE,2026-01-14,2026-01-14,394.03,377.527,435.2875,16.503000000000004,2.5000000000000018,30,2026-01-12,2,393.68,401.9315,
sp500,WELL,EDGE,2026-01-14,2026-01-14,188.05,181.014734,205.638165,7.035265999999996,2.499999999999998,30,2026-01-08,6,186.31,189.827633,
sp500,WELL,EDGE,2026-01-14,2026-01-14,188.05,181.236734,205.083165,6.813265999999996,2.5,30,2026-01-09,5,186.08,189.486633,
sp500,WELL,EDGE,2026-01-14,2026-01-14,188.05,181.61823400000003,204.129415,6.431765999999996,2.4999999999999933,30,2026-01-12,2,186.68,189.895883,
sp500,WELL,EDGE,2026-01-14,2026-01-14,188.05,181.613734,204.140665,6.4362659999999945,2.5,30,2026-01-13,1,188.25,191.468133,
sp500,WELL,EDGE,2026-01-14,2026-01-14,188.05,181.742984,203.81754,6.307015999999996,2.499999999999998,30,2026-01-14,0,188.71,191.863508,
sp500,WFC,EDGE,2026-01-14,2026-01-14,90.75,87.31884,99.3279,3.431160000000001,2.499999999999996,30,2026-01-13,1,93.56,95.27558,
sp500,WST,EDGE,2026-01-14,2026-01-14,273.27,259.54720999999995,307.576975,13.722790000000003,2.500000000000006,30,2026-01-08,6,275.23,282.09139500000003,
sp500,WST,EDGE,2026-01-14,2026-01-14,273.27,259.63199,307.365025,13.638010000000005,2.5,30,2026-01-09,5,275.52,282.339005,
sp500,WST,EDGE,2026-01-14,2026-01-14,273.27,259.33799,308.100025,13.932009999999996,2.5,30,2026-01-13,1,271.83,278.796005,
